Date,Price,SMA50,SMA200
2022-10-28,153.494,149.611,154.222
2022-10-31,151.128,149.252,154.132
2022-11-01,148.477,148.919,154.025
2022-11-02,142.938,148.481,153.907
2022-11-03,136.877,147.917,153.775
2022-11-04,136.61,147.297,153.651
2022-11-07,137.144,146.815,153.54
2022-11-08,137.716,146.388,153.435
2022-11-09,133.145,145.919,153.317
2022-11-10,144.992,145.72,153.258
2022-11-11,147.786,145.562,153.215
2022-11-14,146.384,145.418,153.111
2022-11-15,148.121,145.334,152.994
2022-11-16,146.887,145.198,152.872
2022-11-17,148.793,145.129,152.753
2022-11-18,149.355,145.014,152.651
2022-11-21,146.117,144.715,152.535
2022-11-22,148.26,144.648,152.432
2022-11-23,149.138,144.569,152.319
2022-11-25,146.216,144.49,152.184
2022-11-28,142.376,144.367,152.05
2022-11-29,139.365,144.109,151.918
2022-11-30,146.137,143.939,151.819
2022-12-01,146.413,143.838,151.702
2022-12-02,145.92,143.745,151.584
2022-12-05,144.755,143.675,151.478
2022-12-06,141.082,143.525,151.361
2022-12-07,139.138,143.316,151.249
2022-12-08,140.826,143.179,151.167
2022-12-09,140.342,143.178,151.069
2022-12-12,142.642,143.306,150.972
2022-12-13,143.61,143.37,150.879
2022-12-14,141.379,143.318,150.784
2022-12-15,134.754,143.128,150.639
2022-12-16,132.79,142.917,150.486
2022-12-19,130.677,142.769,150.338
2022-12-20,130.608,142.613,150.208
2022-12-21,133.718,142.548,150.103
2022-12-22,130.539,142.432,149.955
2022-12-23,130.174,142.217,149.827
2022-12-27,128.367,142.056,149.708
2022-12-28,124.428,141.738,149.59
2022-12-29,127.953,141.463,149.468
2022-12-30,128.268,141.193,149.325
2023-01-03,123.471,140.836,149.153
2023-01-04,124.744,140.428,148.971
2023-01-05,123.421,139.951,148.776
2023-01-06,127.962,139.507,148.586
2023-01-09,128.486,139.133,148.392
2023-01-10,129.058,138.86,148.182
2023-01-11,131.783,138.425,147.982
2023-01-12,131.704,138.037,147.778
2023-01-13,133.037,137.728,147.564
2023-01-17,134.202,137.553,147.361
2023-01-18,133.481,137.485,147.171
2023-01-19,133.54,137.424,146.982
2023-01-20,136.107,137.403,146.786
2023-01-23,139.305,137.435,146.622
2023-01-24,140.707,137.586,146.481
2023-01-25,140.046,137.487,146.335
2023-01-26,142.119,137.374,146.21
2023-01-27,144.064,137.328,146.116
2023-01-30,141.171,137.189,145.998
2023-01-31,142.445,137.1,145.873
2023-02-01,143.57,136.995,145.779
2023-02-02,148.891,136.986,145.712
2023-02-03,152.524,137.114,145.652
2023-02-06,149.79,137.145,145.579
2023-02-07,152.672,137.216,145.525
2023-02-08,149.977,137.291,145.48
2023-02-09,148.941,137.422,145.424
2023-02-10,149.307,137.621,145.4
2023-02-13,152.114,137.74,145.391
2023-02-14,151.472,137.842,145.345
2023-02-15,153.578,137.995,145.338
2023-02-16,151.976,138.139,145.321
2023-02-17,150.829,138.334,145.292
2023-02-21,146.805,138.488,145.21
2023-02-22,147.23,138.616,145.176
2023-02-23,147.715,138.763,145.141
2023-02-24,145.055,138.811,145.118
2023-02-27,146.251,138.864,145.088
2023-02-28,145.747,138.952,145.096
2023-03-01,143.671,139.13,145.113
2023-03-02,144.264,139.359,145.11
2023-03-03,149.326,139.732,145.141
2023-03-06,152.095,140.162,145.167
2023-03-07,149.89,140.485,145.223
2023-03-08,151.146,140.898,145.303
2023-03-09,148.891,141.272,145.371
2023-03-10,146.825,141.641,145.4
2023-03-13,148.773,142.128,145.454
2023-03-14,150.869,142.586,145.516
2023-03-15,151.264,143.046,145.565
2023-03-16,154.092,143.659,145.599
2023-03-17,153.252,144.229,145.633
2023-03-20,155.624,144.873,145.679
2023-03-21,157.483,145.463,145.723
2023-03-22,156.05,146.015,145.788
2023-03-23,157.137,146.576,145.854
2023-03-24,158.442,147.109,145.914
2023-03-27,156.495,147.605,145.969
2023-03-28,155.872,148.062,146.046
2023-03-29,158.956,148.557,146.166
2023-03-30,160.528,149.098,146.32
2023-03-31,163.04,149.688,146.482
2023-04-03,164.296,150.252,146.637
2023-04-04,163.762,150.741,146.816
2023-04-05,161.913,151.165,146.978
2023-04-06,162.803,151.62,147.123
2023-04-10,160.202,151.982,147.258
2023-04-11,158.986,152.28,147.372
2023-04-12,158.294,152.623,147.467
2023-04-13,163.692,153.048,147.588
2023-04-14,163.346,153.443,147.729
2023-04-17,163.366,153.733,147.86
2023-04-18,164.592,153.974,148.01
2023-04-19,165.739,154.293,148.155
2023-04-20,164.77,154.535,148.283
2023-04-21,163.158,154.798,148.395
2023-04-24,163.465,155.089,148.492
2023-04-25,161.923,155.341,148.578
2023-04-26,161.913,155.537,148.675
2023-04-27,166.51,155.838,148.79
2023-04-28,167.766,156.122,148.913
2023-05-01,167.677,156.436,149.02
2023-05-02,166.639,156.752,149.115
2023-05-03,165.561,157.127,149.219
2023-05-04,163.92,157.461,149.295
2023-05-05,171.612,157.939,149.4
2023-05-08,171.543,158.469,149.493
2023-05-09,169.832,158.94,149.584
2023-05-10,171.602,159.457,149.689
2023-05-11,171.79,160.02,149.802
2023-05-12,170.859,160.552,149.885
2023-05-15,170.364,160.972,149.963
2023-05-16,170.364,161.338,150.015
2023-05-17,170.978,161.76,150.075
2023-05-18,173.315,162.203,150.154
2023-05-19,173.424,162.694,150.204
2023-05-22,172.473,163.207,150.25
2023-05-23,169.859,163.628,150.284
2023-05-24,170.137,164.014,150.323
2023-05-25,171.275,164.414,150.366
2023-05-26,173.691,164.806,150.401
2023-05-30,175.542,165.252,150.448
2023-05-31,175.493,165.649,150.478
2023-06-01,178.305,166.065,150.516
2023-06-02,179.156,166.528,150.559
2023-06-05,177.8,166.941,150.588
2023-06-06,177.433,167.321,150.617
2023-06-07,176.057,167.712,150.652
2023-06-08,178.78,168.17,150.72
2023-06-09,179.166,168.574,150.791
2023-06-12,181.968,169.003,150.876
2023-06-13,181.493,169.372,150.945
2023-06-14,182.127,169.729,151.05
2023-06-15,184.166,170.137,151.175
2023-06-16,183.087,170.56,151.308
2023-06-20,183.176,170.968,151.449
2023-06-21,182.136,171.406,151.581
2023-06-22,185.146,171.93,151.739
2023-06-23,184.829,172.46,151.902
2023-06-26,183.433,172.855,152.05
2023-06-27,186.196,173.312,152.22
2023-06-28,187.374,173.792,152.381
2023-06-29,187.711,174.255,152.515
2023-06-30,192.047,174.781,152.717
2023-07-03,190.552,175.296,152.904
2023-07-05,189.433,175.822,153.1
2023-07-06,189.909,176.351,153.307
2023-07-07,188.79,176.888,153.49
2023-07-10,186.74,177.385,153.65
2023-07-11,186.216,177.779,153.824
2023-07-12,187.889,178.181,154.011
2023-07-13,188.651,178.601,154.213
2023-07-14,188.8,179.044,154.414
2023-07-17,192.067,179.574,154.626
2023-07-18,191.81,180.132,154.847
2023-07-19,193.166,180.563,155.111
2023-07-20,191.215,180.956,155.386
2023-07-21,190.037,181.361,155.634
2023-07-24,190.839,181.745,155.868
2023-07-25,191.701,182.144,156.105
2023-07-26,192.572,182.578,156.351
2023-07-27,191.305,182.997,156.618
2023-07-28,193.889,183.467,156.895
2023-07-31,194.503,183.938,157.183
2023-08-01,193.671,184.345,157.469
2023-08-02,190.671,184.69,157.718
2023-08-03,189.275,185.026,157.982
2023-08-04,180.186,185.232,158.182
2023-08-07,177.077,185.371,158.359
2023-08-08,178.018,185.506,158.54
2023-08-09,176.424,185.561,158.715
2023-08-10,176.206,185.574,158.871
2023-08-11,176.265,185.589,159.015
2023-08-14,177.921,185.582,159.154
2023-08-15,175.928,185.517,159.298
2023-08-16,175.056,185.462,159.46
2023-08-17,172.508,185.364,159.555
2023-08-18,172.994,185.302,159.664
2023-08-21,174.332,185.213,159.793
2023-08-22,175.71,185.144,159.957
2023-08-23,179.567,185.096,160.171
2023-08-24,174.867,184.964,160.362
2023-08-25,177.078,184.863,160.562
2023-08-28,178.645,184.752,160.766
2023-08-29,182.541,184.741,161.013
2023-08-30,186.041,184.799,161.218
2023-08-31,186.259,184.881,161.411
2023-09-01,187.835,184.935,161.618
2023-09-05,188.073,185,161.818
2023-09-06,181.341,184.958,161.99
2023-09-07,176.037,184.755,162.126
2023-09-08,176.652,184.54,162.263
2023-09-11,177.822,184.343,162.421
2023-09-12,174.788,183.997,162.554
2023-09-13,172.716,183.641,162.672
2023-09-14,174.233,183.337,162.812
2023-09-15,173.509,183.009,162.968
2023-09-18,176.444,182.762,163.153
2023-09-19,177.534,182.578,163.31
2023-09-20,173.985,182.333,163.448
2023-09-21,172.438,182.024,163.58
2023-09-22,173.291,181.717,163.723
2023-09-25,174.57,181.432,163.891
2023-09-26,170.485,181.001,164.047
2023-09-27,168.968,180.544,164.188
2023-09-28,169.226,180.065,164.332
2023-09-29,169.742,179.635,164.468
2023-10-02,172.26,179.28,164.611
2023-10-03,170.921,178.882,164.759
2023-10-04,172.171,178.491,164.946
2023-10-05,173.41,178.108,165.149
2023-10-06,175.968,177.801,165.376
2023-10-09,177.455,177.472,165.61
2023-10-10,176.86,177.119,165.826
2023-10-11,178.258,176.811,166.064
2023-10-12,179.16,176.581,166.309
2023-10-13,177.316,176.342,166.554
2023-10-16,177.187,176.282,166.818
2023-10-17,175.631,176.253,167.056
2023-10-18,174.332,176.179,167.286
2023-10-19,173.955,176.13,167.539
2023-10-20,171.397,176.034,167.772
2023-10-23,171.516,175.939,168.012
2023-10-24,171.953,175.819,168.232
2023-10-25,169.633,175.693,168.438
2023-10-26,165.459,175.501,168.62
2023-10-27,166.777,175.387,168.795
2023-10-30,168.83,175.304,168.981
2023-10-31,169.305,175.203,169.162
2023-11-01,172.478,175.138,169.353
2023-11-02,176.047,175.068,169.566
2023-11-03,175.135,175.073,169.774
2023-11-06,177.693,175.086,169.982
2023-11-07,180.261,175.118,170.187
2023-11-08,181.322,175.094,170.39
2023-11-09,180.846,174.99,170.594
2023-11-10,185.045,174.965,170.809
2023-11-13,183.457,174.878,171.006
2023-11-14,186.077,174.838,171.23
2023-11-15,186.643,174.944,171.451
2023-11-16,188.331,175.19,171.675
2023-11-17,188.311,175.423,171.872
2023-11-20,190.058,175.668,172.06
2023-11-21,189.254,175.957,172.257
2023-11-22,189.919,176.301,172.443
2023-11-24,188.589,176.588,172.636
2023-11-27,188.41,176.886,172.834
2023-11-28,189.016,177.138,173.032
2023-11-29,187.993,177.347,173.212
2023-11-30,188.569,177.639,173.397
2023-12-01,189.85,177.987,173.578
2023-12-04,188.053,178.282,173.759
2023-12-05,192.014,178.631,173.965
2023-12-06,190.922,179.04,174.185
2023-12-07,192.858,179.517,174.414
2023-12-08,194.287,180.019,174.646
2023-12-11,191.776,180.459,174.88
2023-12-12,193.294,180.88,175.115
2023-12-13,196.521,181.392,175.369
2023-12-14,196.67,181.882,175.634
2023-12-15,196.134,182.336,175.893
2023-12-18,194.466,182.706,176.119
2023-12-19,195.508,183.068,176.336
2023-12-20,193.414,183.399,176.554
2023-12-21,193.265,183.699,176.764
2023-12-22,192.193,183.959,176.981
2023-12-26,191.647,184.246,177.205
2023-12-27,191.746,184.537,177.42
2023-12-28,192.173,184.868,177.626
2023-12-29,191.13,185.204,177.826
2024-01-02,184.29,185.411,177.977
2024-01-03,182.911,185.641,178.125
2024-01-04,180.588,185.822,178.25
2024-01-05,179.863,185.981,178.362
2024-01-08,184.211,186.272,178.503
2024-01-09,183.794,186.639,178.636
2024-01-10,184.836,187,178.768
2024-01-11,184.241,187.308,178.907
2024-01-12,184.568,187.613,179.05
2024-01-16,182.295,187.81,179.167
2024-01-17,181.352,187.916,179.271
2024-01-18,187.259,188.158,179.392
2024-01-19,190.167,188.408,179.521
2024-01-22,192.48,188.652,179.665
2024-01-23,193.761,188.901,179.824
2024-01-24,193.086,189.146,179.976
2024-01-25,192.758,189.3,180.138
2024-01-26,191.021,189.451,180.298
2024-01-29,190.336,189.537,180.459
2024-01-30,186.673,189.537,180.574
2024-01-31,183.059,189.432,180.672
2024-02-01,185.502,189.376,180.783
2024-02-02,184.499,189.264,180.882
2024-02-05,186.316,189.206,180.985
2024-02-06,187.924,189.166,181.101
2024-02-07,188.033,189.155,181.225
2024-02-08,186.951,189.125,181.343
2024-02-09,187.716,189.099,181.472
2024-02-12,186.027,189.06,181.592
2024-02-13,183.929,188.967,181.679
2024-02-14,183.045,188.831,181.756
2024-02-15,182.756,188.725,181.831
2024-02-16,181.216,188.509,181.904
2024-02-20,180.47,188.3,181.979
2024-02-21,181.226,188.068,182.065
2024-02-22,183.263,187.847,182.123
2024-02-23,181.424,187.64,182.173
2024-02-26,180.072,187.376,182.224
2024-02-27,181.534,187.076,182.274
2024-02-28,180.331,186.749,182.316
2024-02-29,179.665,186.42,182.36
2024-03-01,178.581,186.102,182.402
2024-03-04,174.049,185.673,182.42
2024-03-05,169.099,185.187,182.411
2024-03-06,168.105,184.683,182.384
2024-03-07,167.985,184.199,182.357
2024-03-08,169.705,183.76,182.343
2024-03-11,171.713,183.36,182.353
2024-03-12,172.19,182.96,182.363
2024-03-13,170.103,182.54,182.357
2024-03-14,171.961,182.293,182.348
2024-03-15,171.584,182.066,182.329
2024-03-18,172.677,181.908,182.315
2024-03-19,175.023,181.811,182.298
2024-03-20,177.597,181.679,182.29
2024-03-21,170.341,181.41,182.253
2024-03-22,171.246,181.138,182.222
2024-03-25,169.824,180.85,182.191
2024-03-26,168.691,180.532,182.141
2024-03-27,172.27,180.332,182.106
2024-03-28,170.451,180.114,182.049
2024-04-01,169.009,179.749,181.986
2024-04-02,167.826,179.302,181.915
2024-04-03,168.632,178.825,181.837
2024-04-04,167.807,178.306,181.761
2024-04-05,168.562,177.816,181.687
2024-04-08,167.439,177.309,181.614
2024-04-09,168.651,176.862,181.531
2024-04-10,166.773,176.39,181.441
2024-04-11,173.989,176.137,181.394
2024-04-12,175.49,175.985,181.34
2024-04-15,171.653,175.708,181.262
2024-04-16,168.363,175.386,181.165
2024-04-17,166.991,174.999,181.04
2024-04-18,166.037,174.562,180.917
2024-04-19,164.009,174.081,180.79
2024-04-22,164.844,173.639,180.665
2024-04-23,165.898,173.203,180.55
2024-04-24,168.005,172.842,180.457
2024-04-25,168.87,172.541,180.37
2024-04-26,168.284,172.246,180.272
2024-04-29,172.458,172.04,180.191
2024-04-30,169.307,171.802,180.094
2024-05-01,168.284,171.558,179.975
2024-05-02,171.991,171.373,179.875
2024-05-03,182.279,171.354,179.821
2024-05-06,180.619,171.337,179.768
2024-05-07,181.305,171.362,179.724
2024-05-08,181.643,171.364,179.678
2024-05-09,183.462,171.427,179.637
2024-05-10,182.198,171.478,179.585
2024-05-13,185.413,171.614,179.556
2024-05-14,186.558,171.864,179.519
2024-05-15,188.837,172.259,179.491
2024-05-16,188.956,172.676,179.467
2024-05-17,188.986,173.096,179.459
2024-05-20,190.151,173.505,179.463
2024-05-21,191.455,173.9,179.52
2024-05-22,190.011,174.256,179.584
2024-05-23,186.01,174.574,179.624
2024-05-24,189.096,174.917,179.688
2024-05-28,189.106,175.268,179.752
2024-05-29,189.404,175.602,179.818
2024-05-30,190.4,175.91,179.88
2024-05-31,191.355,176.185,179.957
2024-06-03,193.127,176.641,180.048
2024-06-04,193.445,177.085,180.152
2024-06-05,194.958,177.587,180.262
2024-06-06,193.575,178.085,180.358
2024-06-07,195.973,178.559,180.46
2024-06-10,192.221,178.994,180.523
2024-06-11,206.186,179.738,180.68
2024-06-12,212.078,180.623,180.855
2024-06-13,213.243,181.515,181.028
2024-06-14,211.501,182.389,181.172
2024-06-17,215.661,183.331,181.321
2024-06-18,213.292,184.248,181.456
2024-06-20,208.704,185.049,181.56
2024-06-21,206.524,185.844,181.652
2024-06-24,207.171,186.508,181.781
2024-06-25,208.097,187.16,181.942
2024-06-26,212.257,187.972,182.12
2024-06-27,213.103,188.867,182.296
2024-06-28,209.64,189.72,182.47
2024-07-01,215.741,190.714,182.686
2024-07-02,219.245,191.819,182.911
2024-07-03,220.519,192.932,183.146
2024-07-05,225.286,194.12,183.39
2024-07-08,226.76,195.295,183.636
2024-07-09,227.616,196.47,183.904
2024-07-10,231.896,197.742,184.201
2024-07-11,226.511,198.823,184.468
2024-07-12,229.467,200.026,184.742
2024-07-15,233.309,201.327,185.056
2024-07-16,233.727,202.562,185.38
2024-07-17,227.815,203.472,185.673
2024-07-18,223.136,204.323,185.94
2024-07-19,223.266,205.162,186.195
2024-07-22,222.917,205.987,186.455
2024-07-23,223.963,206.797,186.714
2024-07-24,217.523,207.504,186.934
2024-07-25,216.478,208.125,187.137
2024-07-26,216.945,208.733,187.334
2024-07-29,217.224,209.301,187.536
2024-07-30,217.782,209.877,187.734
2024-07-31,221.046,210.518,187.943
2024-08-01,217.344,211.062,188.143
2024-08-02,218.837,211.61,188.352
2024-08-05,208.296,211.975,188.515
2024-08-06,206.265,212.381,188.675
2024-08-07,208.843,212.776,188.849
2024-08-08,212.317,213.24,189.054
2024-08-09,215.233,213.756,189.272
2024-08-12,216.768,214.284,189.496
2024-08-13,220.495,214.866,189.751
2024-08-14,220.943,215.423,190.028
2024-08-15,223.933,216.033,190.314
2024-08-16,225.258,216.639,190.596
2024-08-19,225.099,217.269,190.875
2024-08-20,225.717,217.864,191.141
2024-08-21,225.607,218.532,191.389
2024-08-22,223.744,218.883,191.632
2024-08-23,226.045,219.162,191.874
2024-08-26,226.384,219.425,192.104
2024-08-27,227.231,219.74,192.334
2024-08-28,225.697,219.94,192.558
2024-08-29,228.985,220.254,192.778
2024-08-30,228.198,220.644,193.002
2024-09-03,221.99,220.953,193.181
2024-09-04,220.076,221.211,193.348
2024-09-05,221.601,221.482,193.515
2024-09-06,220.047,221.637,193.673
2024-09-09,220.136,221.778,193.824
2024-09-10,219.339,221.972,193.974
2024-09-11,221.88,222.095,194.134
2024-09-12,221.99,222.15,194.301
2024-09-13,221.721,222.174,194.468
2024-09-16,215.562,221.979,194.6
2024-09-17,216.031,221.765,194.74
2024-09-18,219.917,221.611,194.897
2024-09-19,228.068,221.534,195.088
2024-09-20,227.401,221.552,195.285
2024-09-23,225.677,221.476,195.453
2024-09-24,226.574,221.341,195.632
2024-09-25,225.577,221.178,195.795
2024-09-26,226.723,221.157,195.957
2024-09-27,226.992,221.234,196.133
2024-09-30,232.184,221.412,196.328
2024-10-01,225.418,221.462,196.472
2024-10-02,225.986,221.502,196.619
2024-10-03,224.88,221.65,196.763
2024-10-04,226.006,221.84,196.92
2024-10-07,220.913,221.92,197.047
2024-10-08,224.979,222.075,197.205
2024-10-09,228.736,222.294,197.383
2024-10-10,228.238,222.438,197.563
2024-10-11,226.753,222.626,197.738
2024-10-14,230.49,222.859,197.932
2024-10-15,233.031,223.354,198.136
2024-10-16,230.968,223.848,198.336
2024-10-17,231.337,224.297,198.571
2024-10-18,234.177,224.735,198.827
2024-10-21,235.652,225.143,199.102
2024-10-22,235.034,225.508,199.378
2024-10-23,229.952,225.697,199.607
2024-10-24,229.762,225.874,199.837
2024-10-25,230.599,226.007,200.066
2024-10-28,232.582,226.154,200.307
2024-10-29,232.852,226.309,200.549
2024-10-30,229.294,226.38,200.784
2024-10-31,225.119,226.37,201.003
2024-11-01,222.129,226.338,201.177
2024-11-04,221.232,226.242,201.332
2024-11-05,222.667,226.168,201.483
2024-11-06,221.94,226.062,201.624
2024-11-07,226.683,226.081,201.792
2024-11-08,226.414,226.03,201.96
2024-11-11,223.69,225.94,202.124
2024-11-12,223.69,225.974,202.29
2024-11-13,224.578,226.064,202.48
2024-11-14,227.671,226.185,202.703
2024-11-15,224.459,226.274,202.898
2024-11-18,227.471,226.42,203.113
2024-11-19,227.731,226.588,203.32
2024-11-20,228.449,226.72,203.522
2024-11-21,227.97,226.839,203.722
2024-11-22,229.317,226.991,203.934
2024-11-25,232.31,227.326,204.157
2024-11-26,234.494,227.695,204.399
2024-11-27,234.365,227.984,204.651
2024-11-29,236.759,228.158,204.92
2024-12-02,239.013,228.39,205.201
2024-12-03,242.066,228.718,205.506
2024-12-04,242.425,229.035,205.815
2024-12-05,242.455,229.373,206.121
2024-12-06,242.256,229.683,206.416
2024-12-09,246.156,230.067,206.74
2024-12-10,247.174,230.366,207.076
2024-12-11,245.897,230.776,207.397
2024-12-12,247.363,231.204,207.733
2024-12-13,247.533,231.657,208.072
2024-12-16,250.436,232.145,208.431
2024-12-17,252.87,232.784,208.825
2024-12-18,247.453,233.234,209.217
2024-12-19,249.189,233.643,209.622
2024-12-20,253.878,234.156,210.052
2024-12-23,254.656,234.714,210.477
2024-12-24,257.579,235.256,210.906
2024-12-26,258.397,235.763,211.337
2024-12-27,254.975,236.243,211.761
2024-12-30,251.593,236.648,212.16
2024-12-31,249.817,236.961,212.551
2025-01-02,243.263,237.113,212.904
2025-01-03,242.774,237.268,213.242
2025-01-06,244.41,237.557,213.576
2025-01-07,241.627,237.794,213.933
2025-01-08,242.116,238.025,214.287
2025-01-10,236.28,238.099,214.62
2025-01-13,233.836,238.118,214.945
2025-01-14,232.719,238.187,215.247
2025-01-15,237.298,238.43,215.582
2025-01-16,227.711,238.542,215.875
2025-01-17,229.427,238.706,216.183
2025-01-21,222.104,238.695,216.451
2025-01-22,223.291,238.722,216.728
2025-01-23,223.122,238.651,217.001
2025-01-24,222.244,238.567,217.275
2025-01-27,229.307,238.679,217.578
2025-01-28,237.687,238.959,217.933
2025-01-29,238.784,239.243,218.257
2025-01-30,237.018,239.43,218.564
2025-01-31,235.432,239.65,218.883
2025-02-03,227.461,239.65,219.179
2025-02-04,232.24,239.74,219.505
2025-02-05,231.911,239.809,219.834
2025-02-06,232.659,239.903,220.178
2025-02-07,227.082,239.858,220.489
2025-02-10,227.352,239.759,220.796
2025-02-11,232.315,239.715,221.118
2025-02-12,236.56,239.759,221.456
2025-02-13,241.214,239.848,221.821
2025-02-14,244.28,239.954,222.18
2025-02-18,244.15,239.995,222.554
2025-02-19,244.549,240.038,222.935
2025-02-20,245.508,240.099,223.303
2025-02-21,245.228,240.158,223.618
2025-02-24,246.776,240.171,223.948
2025-02-25,246.716,240.162,224.275
2025-02-26,240.045,240.045,224.567
2025-02-27,236.989,239.837,224.835
2025-02-28,241.523,239.717,225.132
2025-03-03,237.718,239.463,225.393
2025-03-04,235.621,239.118,225.639
2025-03-05,235.431,238.877,225.872
2025-03-06,235.022,238.594,226.102
2025-03-07,238.757,238.291,226.351
2025-03-10,227.182,237.742,226.536
2025-03-11,220.551,237.001,226.681
2025-03-12,216.696,236.167,226.815
2025-03-13,209.405,235.256,226.932
2025-03-14,213.21,234.488,227.052
2025-03-17,213.72,233.766,227.175
2025-03-18,212.411,233.149,227.29
2025-03-19,214.958,232.593,227.413
2025-03-20,213.82,231.981,227.526
2025-03-21,217.984,231.508,227.65
2025-03-24,220.441,231.075,227.785
2025-03-25,223.457,230.818,227.927
2025-03-26,221.24,230.567,228.066
2025-03-27,223.557,230.383,228.204
2025-03-28,217.615,229.99,228.331
2025-03-31,221.839,229.872,228.409
2025-04-01,222.898,229.742,228.463
2025-04-02,223.597,229.771,228.515
2025-04-03,202.924,229.364,228.472
2025-04-04,188.133,228.664,228.334
2025-04-07,181.222,227.844,228.174
2025-04-08,172.194,226.702,227.991
2025-04-09,198.59,225.92,227.952
2025-04-10,190.171,224.947,227.867
2025-04-11,197.89,224.165,227.816
2025-04-14,202.255,223.501,227.766
2025-04-15,201.875,222.99,227.709
2025-04-16,194.016,222.225,227.631
2025-04-17,196.722,221.521,227.536
2025-04-21,192.907,220.726,227.404
2025-04-22,199.478,220.174,227.299
2025-04-23,204.332,219.714,227.195
2025-04-24,208.097,219.23,227.101
2025-04-25,209.006,218.678,227.008
2025-04-28,209.865,218.051,226.898
2025-04-29,210.933,217.385,226.82
2025-04-30,212.222,216.746,226.734
2025-05-01,213.041,216.116,226.633
2025-05-02,205.081,215.307,226.489
2025-05-05,198.63,214.375,226.343
2025-05-06,198.25,213.405,226.219
2025-05-07,195.993,212.39,226.083
2025-05-08,197.231,211.534,225.954
2025-05-09,198.27,210.76,225.826
2025-05-12,210.79,210.145,225.792
2025-05-13,212.93,209.649,225.774
2025-05-14,212.33,209.183,225.751
2025-05-15,211.45,208.704,225.722
2025-05-16,211.26,208.229,225.69
2025-05-19,208.78,207.629,225.628
2025-05-20,206.86,207.223,225.576
2025-05-21,202.09,206.853,225.492
2025-05-22,201.36,206.547,225.458
2025-05-23,195.27,206.264,225.403
2025-05-27,200.21,206.004,225.359
2025-05-28,200.42,205.738,225.3
2025-05-29,199.95,205.489,225.224
2025-05-30,200.85,205.206,225.144
2025-06-02,201.7,204.964,225.05
2025-06-03,203.27,204.67,224.962
2025-06-04,202.82,204.317,224.856
2025-06-05,200.63,203.861,224.733
2025-06-06,203.92,203.514,224.627
2025-06-09,201.45,203.072,224.506
2025-06-10,202.67,202.773,224.391
2025-06-11,198.78,202.312,224.266
2025-06-12,199.2,201.838,224.132
2025-06-13,196.45,201.295,223.982
2025-06-16,198.42,201.205,223.838
2025-06-17,195.64,201.355,223.688
2025-06-18,196.58,201.663,223.526
2025-06-20,201,202.239,223.39
2025-06-23,201.5,202.297,223.287
2025-06-24,200.3,202.499,223.189
2025-06-25,201.56,202.573,223.088
2025-06-26,201,202.548,222.993
2025-06-27,201.08,202.532,222.898
